pair_index,pair_t0_ns,pair_t1_ns,gt_t0_ns,gt_t1_ns,gt_tx,gt_ty,gt_tz,gt_rot_err_rad_ref0,ceres_tx,ceres_ty,ceres_tz,ceres_t_err_m,ceres_r_err_rad,gpu_tx,gpu_ty,gpu_tz,gpu_t_err_m,gpu_r_err_rad,gpu_available
95,1771545064124180984,1771545064223884632,1771545064126286616,1771545064225447864,-2.28271e-05,1.8453e-05,1.95945e-05,0,0.00247072,-0.0292434,-0.00645213,0.0300725,0.031555,0.00247622,-0.0292247,-0.00646077,0.0300566,0.0315701,1
96,1771545064223884632,1771545064324510616,1771545064225447864,1771545064325556984,-2.66689e-05,-4.26432e-05,-8.54385e-05,0,0.0401825,-0.0643431,0.0210148,0.0787181,0.00674819,0.0401845,-0.0643542,0.0210174,0.078729,0.00674819,1
97,1771545064324510616,1771545064424367000,1771545064325556984,1771545064425192504,2.96241e-06,5.77802e-05,2.01413e-05,0,-0.0133297,-0.0207517,-0.0301649,0.0390119,0.00753285,-0.0133395,-0.0207442,-0.030163,0.0390098,0.00754866,1
98,1771545064424367000,1771545064524270776,1771545064425192504,1771545064526347448,5.75052e-05,-2.85397e-05,1.57154e-05,0,0.0154987,-0.00519257,0.00507063,0.0170484,0.0135141,0.0154994,-0.00518806,0.00506922,0.0170473,0.0135318,1
99,1771545064524270776,1771545064624278456,1771545064526347448,1771545064625431992,-1.8812e-05,-1.74617e-05,-1.33988e-05,0,-0.00322288,0.0199657,0.0044984,0.0207352,0.0291878,-0.00322362,0.0199729,0.00449693,0.020742,0.0292083,1
100,1771545064624278456,1771545064724550520,1771545064625431992,1771545064725411928,2.63932e-05,1.44954e-06,1.38884e-05,0,0.0102022,-0.032406,0.0227317,0.0408643,0.0105066,0.0102515,-0.032513,0.022817,0.0410088,0.0105406,1
101,1771545064724550520,1771545064824414584,1771545064725411928,1771545064825610840,-2.89652e-05,-2.98122e-06,-4.53146e-06,0,-0.0098845,-0.016736,-0.0156285,0.0249246,0.0133633,-0.00988378,-0.0167364,-0.0156288,0.0249247,0.0133811,1
102,1771545064824414584,1771545064924170872,1771545064825610840,1771545064925615960,5.01468e-05,0.000415053,-1.67986e-06,0,0.00437883,-0.0315095,-0.0123285,0.0344944,0.02822,0.00439554,-0.0314844,-0.0123447,0.0344791,0.0282412,1
103,1771545064924170872,1771545065024236216,1771545064925615960,1771545065026041688,-6.2947e-05,-0.000422603,3.78645e-05,0,0.0465153,-0.0778163,-0.00751372,0.090644,0.0213679,0.0465282,-0.0777994,-0.00752411,0.0906371,0.0213847,1
104,1771545065024236216,1771545065124850424,1771545065026041688,1771545065125198616,4.67017e-05,4.67041e-05,-2.37759e-05,0,-0.0383421,0.00284678,0.00275932,0.0385913,0.03686,-0.038357,0.00287919,0.00275571,0.0386082,0.0369053,1
105,1771545065124850424,1771545065226082136,1771545065125198616,1771545065225992344,-3.00265e-05,-9.86291e-05,-3.66121e-05,0,-0.051411,-0.0429366,-0.0176645,0.0691798,0.0237864,-0.0514184,-0.0429231,-0.0176651,0.0691771,0.0238115,1
106,1771545065226082136,1771545065325123672,1771545065225992344,1771545065325604088,7.76027e-06,7.14608e-05,-1.33091e-05,0,0.0210851,-0.036621,-0.0087578,0.0432094,0.0162461,0.0211075,-0.0366054,-0.00877294,0.0432102,0.0162681,1
107,1771545065325123672,1771545065425419800,1771545065325604088,1771545065425240280,2.12565e-05,6.02209e-06,2.16635e-05,0,-0.00731049,-0.0456557,-0.0138271,0.0482756,0.00539325,-0.00732161,-0.0454695,-0.0138614,0.0481111,0.00552428,1
108,1771545065425419800,1771545065524370904,1771545065425240280,1771545065525198552,2.13911e-05,-0.000102289,-1.24276e-05,0,-0.000715789,-0.0179167,-0.0423295,0.0459199,0.00970444,-0.000726224,-0.0178452,-0.0423497,0.0459109,0.00977786,1
109,1771545065524370904,1771545065624082712,1771545065525198552,1771545065622539160,-3.23266e-05,0.000105493,5.87969e-05,0,0.0197867,-0.0285149,-0.00100571,0.0348289,0.0240902,0.0197851,-0.0285016,-0.00100887,0.0348172,0.0241001,1
110,1771545065624082712,1771545065724546712,1771545065622539160,1771545065725150744,2.69718e-07,-3.9905e-05,6.66799e-06,0,0.0415456,-0.0654757,-0.0114312,0.0783497,0.0153791,0.041552,-0.0654672,-0.0114371,0.0783469,0.0154023,1
111,1771545065724546712,1771545065824243672,1771545065725150744,1771545065827218168,-2.06106e-05,3.16246e-05,-4.22767e-05,0,-0.0288002,0.0167578,0.0194448,0.0385717,0.0455164,-0.028848,0.0167984,0.0194529,0.0386291,0.0455923,1
112,1771545065824243672,1771545065924252984,1771545065827218168,1771545065925627960,-8.86964e-06,4.71288e-06,3.6493e-05,0,-0.0309594,0.00298687,-0.00699604,0.0318792,0.0167945,-0.0309674,0.00299093,-0.00699408,0.0318869,0.0168016,1
113,1771545065924252984,1771545066024245240,1771545065925627960,1771545066025450840,4.44969e-05,2.79739e-05,-0.000128271,0,-0.0398789,-0.0236002,-0.0195136,0.0502788,0.00987492,-0.0398724,-0.0235944,-0.019518,0.0502726,0.00988698,1
114,1771545066024245240,1771545066124175064,1771545066025450840,1771545066125661688,-1.4088e-05,-2.56351e-05,8.44397e-05,0,-0.0106938,-0.0470175,0.0129699,0.0498832,0.0213121,-0.0107004,-0.0469744,0.0129603,0.0498414,0.0213568,1
115,1771545066124175064,1771545066225057400,1771545066125661688,1771545066225317528,-8.36591e-06,-9.25405e-06,8.5163e-05,0,-0.00782496,0.0325568,-0.0258676,0.0423697,0.0153403,-0.00775176,0.0324562,-0.0258248,0.0422527,0.0153791,1
116,1771545066225057400,1771545066324439256,1771545066225317528,1771545066325189912,-5.69776e-05,-4.45093e-05,-6.59451e-05,0,0.0110566,-0.0366429,0.00111603,0.0382668,0.0283465,0.0110671,-0.0365874,0.00109422,0.0382161,0.0283885,1
117,1771545066324439256,1771545066424310072,1771545066325189912,1771545066425172952,6.72255e-05,3.45489e-05,-3.51425e-05,0,0.0330525,-0.0511541,0.00105425,0.0609056,0.012686,0.0330574,-0.0511403,0.00104738,0.0608965,0.0126954,1
118,1771545066424310072,1771545066524529336,1771545066425172952,1771545066525433720,-5.16171e-05,-7.18674e-05,7.59086e-05,0,0.0119983,-0.00508032,-0.00264093,0.0133292,0.0158599,0.0119907,-0.00506359,-0.00264208,0.0133163,0.0158824,1
119,1771545066524529336,1771545066624188856,1771545066525433720,1771545066626186648,2.48135e-05,1.76567e-05,-1.55207e-05,0,-0.00713276,0.0126762,0.0109804,0.0182313,0.02811,-0.00711737,0.0127891,0.0109378,0.0182783,0.0282074,1
120,1771545066624188856,1771545066724292632,1771545066626186648,1771545066725822072,8.06609e-05,0.000252955,3.99206e-07,0,0.00873863,-0.0777541,0.00630276,0.0787387,0.0300612,0.00874412,-0.0777879,0.00631468,0.0787738,0.030085,1
121,1771545066724292632,1771545066824146424,1771545066725822072,1771545066825201272,-3.13177e-05,-0.000158082,-4.53958e-05,0,-0.0423089,-0.0168291,-0.012242,0.0470539,0.0329306,-0.0422947,-0.0167085,-0.0122737,0.0470068,0.0330318,1
122,1771545066824146424,1771545066923902104,1771545066825201272,1771545066925295896,-2.33069e-05,-2.19798e-05,-1.15849e-05,0,0.00427261,-0.0242732,0.00200025,0.0247108,0.00746928,0.00423988,-0.0244734,0.00211258,0.024911,0.00764283,1
123,1771545066923902104,1771545067023835544,1771545066925295896,1771545067025443928,-1.74307e-05,8.88262e-06,3.65447e-05,0,-0.0264143,0.0048437,0.00748691,0.027851,0.0126389,-0.0264084,0.00486248,0.00747938,0.0278467,0.0126578,1
124,1771545067023835544,1771545067124265464,1771545067025443928,1771545067125375640,1.68549e-06,-5.53695e-05,5.46774e-06,0,-0.0342431,-0.0379474,-0.0101387,0.0520712,0.0321946,-0.0341961,-0.0378748,-0.0101796,0.0519955,0.0322649,1
125,1771545067124265464,1771545067223965688,1771545067125375640,1771545067223309752,2.05541e-05,-2.07148e-05,1.22738e-05,0,-0.0231018,0.00101105,-0.00165796,0.0232055,0.024253,-0.0231138,0.00101827,-0.00165511,0.0232177,0.0242677,1
126,1771545067223965688,1771545067324064536,1771545067223309752,1771545067325369848,-2.45748e-05,3.365e-05,-5.05014e-06,0,-0.0383531,-0.089864,0.00943865,0.0981827,0.0308519,-0.038331,-0.0899861,0.00947555,0.0982895,0.0309446,1
127,1771545067324064536,1771545067424160600,1771545067325369848,1771545067426081848,-7.95394e-06,1.09362e-05,-1.66345e-05,0,-0.0317426,0.0106352,0.00621895,0.0340419,0.0196229,-0.0317473,0.0106584,0.00621331,0.0340524,0.0196411,1
128,1771545067424160600,1771545067524119032,1771545067426081848,1771545067525358584,1.70043e-05,3.24527e-05,2.81807e-06,0,-0.040709,-0.025258,0.00612385,0.0483289,0.0208312,-0.0406832,-0.0252086,0.00610056,0.0482783,0.0208826,1
129,1771545067524119032,1771545067623945336,1771545067525358584,1771545067625255800,-1.4307e-05,-7.26528e-05,-9.70776e-06,0,0.00687796,-0.0452104,-0.0484131,0.0665417,0.0168512,0.0068801,-0.0452335,-0.0484065,0.0665529,0.0168654,1
130,1771545067623945336,1771545067723830296,1771545067625255800,1771545067725581112,2.66033e-06,3.71926e-05,-1.77153e-05,0,-0.0135776,-0.0215936,-0.00766418,0.0266605,0.0298622,-0.0135544,-0.0215467,-0.00768624,0.026617,0.0299061,1
131,1771545067723830296,1771545067824120248,1771545067725581112,1771545067825415256,1.52662e-05,-2.33034e-05,6.48389e-05,0,-0.0143333,-0.0128447,-0.016056,0.0251028,0.03096,-0.0143254,-0.0128409,-0.0160609,0.0250995,0.0309715,1
132,1771545067824120248,1771545067924056216,1771545067825415256,1771545067925105784,8.478e-06,4.88898e-05,-5.2516e-05,0,0.00725036,-0.00434303,-0.0106306,0.013551,0.0208483,0.0072473,-0.00433657,-0.010631,0.0135476,0.020854,1
133,1771545067924056216,1771545068024480152,1771545067925105784,1771545068024908248,-1.38743e-06,-3.69816e-05,2.07554e-05,0,0.02386,-0.0196149,-0.0146291,0.0341654,0.0236305,0.0238634,-0.0196246,-0.0146277,0.0341728,0.0236356,1
134,1771545068024480152,1771545068124002168,1771545068024908248,1771545068125287384,-2.53783e-05,2.99058e-05,3.33358e-05,0,-0.0496702,-0.00537684,-0.00675605,0.0503978,0.0205082,-0.0496896,-0.00535376,-0.00675119,0.0504138,0.0205372,1
135,1771545068124002168,1771545068224035288,1771545068125287384,1771545068226078008,-3.15313e-05,2.7058e-05,-2.86432e-05,0,-0.0419519,-0.0255884,-0.0449678,0.0665807,0.00967984,-0.0419563,-0.0255953,-0.0449639,0.0665836,0.00969214,1
136,1771545068224035288,1771545068324247960,1771545068226078008,1771545068325111512,3.79428e-05,-3.38458e-05,-9.80483e-06,0,-0.0440118,-0.0428308,-0.0304509,0.0685465,0.00442158,-0.0439719,-0.0430426,-0.0303906,0.0686266,0.00458049,1
137,1771545068324247960,1771545068424028568,1771545068325111512,1771545068425034680,-1.20012e-05,2.05074e-05,1.98992e-05,0,0.0322593,-0.0298662,-0.028154,0.0522343,0.016702,0.0322669,-0.0298617,-0.0281584,0.0522388,0.0167163,1
138,1771545068424028568,1771545068524068088,1771545068425034680,1771545068525494264,6.49048e-06,2.43256e-05,8.25769e-06,0,-0.0388193,-0.0451735,-0.00849913,0.0601886,0.0355895,-0.0388157,-0.0451267,-0.0085164,0.0601535,0.0356297,1
139,1771545068524068088,1771545068623872440,1771545068525494264,1771545068625322936,8.77353e-06,4.5453e-06,-6.99106e-05,0,-0.0215538,-0.0500853,-0.00640859,0.054901,0.00405597,-0.0215547,-0.0500377,-0.00642265,0.0548595,0.00420036,1
140,1771545068623872440,1771545068724164344,1771545068625322936,1771545068724069784,-1.94477e-06,-7.8866e-05,1.72744e-05,0,0.0225216,-0.0026214,-0.0150576,0.0272218,0.0249317,0.0225285,-0.00261859,-0.0150611,0.0272291,0.0249365,1
141,1771545068724164344,1771545068824090680,1771545068724069784,1771545068825206872,2.23705e-05,4.96979e-05,5.27171e-05,0,-0.0361725,-0.0779504,-0.0175241,0.0877669,0.025485,-0.0361678,-0.0779156,-0.0175373,0.0877367,0.0255131,1
142,1771545068824090680,1771545068924227736,1771545068825206872,1771545068925482648,1.93316e-05,-5.68896e-05,-6.74805e-05,0,-0.0031325,-0.0597282,0.00440282,0.0599215,0.0140334,-0.00313878,-0.0596932,0.00439261,0.0598862,0.0140674,1
143,1771545068924227736,1771545069024323800,1771545068925482648,1771545069021781496,-4.7615e-05,-5.48291e-06,4.38183e-05,0,-0.0177632,-0.0759479,-0.0122142,0.0789389,0.0116474,-0.0177552,-0.0759658,-0.012212,0.078954,0.0116678,1
144,1771545069024323800,1771545069124286968,1771545069021781496,1771545069125639864,8.29817e-05,0.000150431,5.08882e-05,0,0.0251837,-0.00703606,-0.0319765,0.0413213,0.0245316,0.0251886,-0.00700192,-0.0319863,0.0413259,0.0245462,1
145,1771545069124286968,1771545069224071992,1771545069125639864,1771545069222018360,-7.65987e-05,-0.000123942,-9.30565e-05,0,-0.0143722,0.00914858,0.0115633,0.020645,0.0292246,-0.0143831,0.00916447,0.0115631,0.0206595,0.0292653,1
146,1771545069224071992,1771545069324096024,1771545069222018360,1771545069324898872,-1.00855e-05,8.98316e-05,-6.72005e-06,0,-0.0215416,-0.00255731,-0.00419167,0.0220936,0.0265437,-0.0215527,-0.00249571,-0.00420501,0.0220996,0.0265976,1
147,1771545069324096024,1771545069424077816,1771545069324898872,1771545069426139576,1.49075e-05,-9.93896e-05,8.31155e-05,0,0.0187713,0.00921832,-0.0272578,0.0344405,0.0270993,0.0187576,0.00928382,-0.0272718,0.0344619,0.0271477,1
148,1771545069424077816,1771545069524159640,1771545069426139576,1771545069525722328,1.2546e-05,8.52238e-05,-5.05527e-05,0,-0.00866737,-0.0670032,0.0102055,0.0684206,0.019738,-0.00866482,-0.0670083,0.0102064,0.0684254,0.0197501,1
149,1771545069524159640,1771545069624254840,1771545069525722328,1771545069621470232,6.91183e-05,4.82435e-05,3.50846e-05,0,0.0133135,-0.0314362,0.00478402,0.0344853,0.0213177,0.0132917,-0.031383,0.00477116,0.0344266,0.0213568,1
150,1771545069624254840,1771545069723963192,1771545069621470232,1771545069725405016,-7.81125e-05,-0.000121562,1.50654e-05,0,0.0279391,-0.0651773,0.0311984,0.0773926,0.00999491,0.0279434,-0.0651887,0.0312003,0.0774045,0.0100187,1
151,1771545069723963192,1771545069824137368,1771545069725405016,1771545069825484024,-1.37017e-05,-1.38259e-05,-2.77139e-05,0,0.035056,0.0306057,0.0106864,0.0477727,0.0558893,0.0350367,0.0307262,0.0106729,0.0478328,0.055981,1
152,1771545069824137368,1771545069924333720,1771545069825484024,1771545069925262104,5.24755e-05,2.40667e-05,-3.42119e-05,0,-0.0148918,-0.0235369,-0.00826671,0.0290899,0.0254335,-0.014897,-0.0235419,-0.00826311,0.0290956,0.0254523,1
153,1771545069924333720,1771545070023953272,1771545069925262104,1771545070025258072,-1.87506e-05,1.96691e-05,5.83114e-06,0,-0.0187732,0.00116652,-0.0153173,0.0242455,0.0230586,-0.0187723,0.00117854,-0.0153215,0.024248,0.0230637,1
154,1771545070023953272,1771545070124064888,1771545070025258072,1771545070125556376,-8.46609e-06,4.77796e-06,2.68116e-05,0,-0.0340385,0.0247438,-0.0284343,0.0507947,0.0184648,-0.0342179,0.0247706,-0.028257,0.0508292,0.0185742,1
155,1771545070124064888,1771545070224059000,1771545070125556376,1771545070225494904,-4.0925e-05,-5.26834e-05,-1.001e-05,0,-0.0199572,-0.0294942,0.0129345,0.0378289,0.00316443,-0.0199801,-0.0295237,0.0129561,0.0378713,0.00320188,1
156,1771545070224059000,1771545070324054136,1771545070225494904,1771545070325639864,3.06821e-06,5.79575e-05,-2.14695e-05,0,0.00856113,-0.0364443,-0.00565155,0.0379124,0.0245024,0.00857197,-0.0364356,-0.00565887,0.0379076,0.024517,1
157,1771545070324054136,1771545070424174968,1771545070325639864,1771545070426328120,2.05733e-05,-2.86129e-05,6.72066e-05,0,-0.0131608,-0.0150841,-0.0204407,0.0286529,0.0150103,-0.0131621,-0.0150808,-0.0204412,0.0286522,0.0150183,1
158,1771545070424174968,1771545070523976376,1771545070426328120,1771545070525268920,-3.40184e-05,1.99105e-05,-5.98807e-05,0,-0.00416221,0.0182071,0.0117426,0.0220706,0.0295532,-0.0041517,0.0182236,0.0117344,0.0220779,0.0295693,1
159,1771545070523976376,1771545070624112600,1771545070525268920,1771545070625032728,2.68299e-05,-2.39153e-05,1.29192e-05,0,-0.0233844,-0.0499087,-0.0233703,0.0598611,0.0142693,-0.0233664,-0.0499453,-0.0233637,0.059882,0.0143027,1
160,1771545070624112600,1771545070725206872,1771545070625032728,1771545070725561816,-8.00521e-06,2.08865e-05,1.63525e-05,0,-0.0294028,0.00532693,-0.00594232,0.0304584,0.0185421,-0.0294004,0.00533064,-0.00594421,0.0304571,0.018555,1
161,1771545070725206872,1771545070823881048,1771545070725561816,1771545070824986680,2.23386e-05,-6.08079e-05,-1.02221e-05,0,-0.00133719,-0.0693739,-0.00597892,0.0695829,0.0234228,-0.00133169,-0.0693867,-0.00597704,0.0695954,0.023438,1
162,1771545070823881048,1771545070924083192,1771545070824986680,1771545070925428824,-7.34681e-06,5.96354e-05,-3.26894e-05,0,-0.00193974,-0.0754314,-0.0182434,0.0776805,0.00870733,-0.00191333,-0.0753812,-0.0182682,0.0776369,0.00874831,1
163,1771545070924083192,1771545071023709208,1771545070925428824,1771545071025661112,-1.13526e-06,-1.64992e-05,3.80318e-05,0,-0.0099322,-0.025382,0.00734167,0.0282025,0.023991,-0.00992832,-0.0253388,0.00732634,0.0281583,0.0240258,1
164,1771545071023709208,1771545071123935960,1771545071025661112,1771545071125077080,3.40555e-05,-5.33784e-05,-4.18608e-05,0,-0.0116152,-0.0270795,-0.0287447,0.0411092,0.0204733,-0.0116166,-0.0270781,-0.0287444,0.0411085,0.0204791,1
165,1771545071123935960,1771545071223745848,1771545071125077080,1771545071225582360,-3.51071e-05,8.93308e-05,4.06684e-05,0,0.0216927,-0.0381983,0.00815442,0.0447646,0.0191556,0.021691,-0.0381981,0.00815513,0.0447638,0.0191681,1
166,1771545071223745848,1771545071324118840,1771545071225582360,1771545071322327224,1.48472e-05,-5.62642e-05,2.72834e-05,0,-0.0150623,-0.0328443,0.013599,0.038556,0.0135669,-0.0150616,-0.0328472,0.0135998,0.0385585,0.0135669,1
167,1771545071324118840,1771545071424061272,1771545071322327224,1771545071425525752,0.000131992,0.000137528,1.19577e-05,0,-0.0246396,-0.0249186,0.0153368,0.0384225,0.00519051,-0.0245572,-0.0249013,0.0153241,0.0383531,0.00525896,1
168,1771545071424061272,1771545071523948888,1771545071425525752,1771545071525066744,-0.000142938,-9.90556e-05,-5.35952e-05,0,-0.000129232,-0.0272465,0.00317828,0.0273391,0.0227672,-0.000133271,-0.0272452,0.00318006,0.0273381,0.0227724,1
169,1771545071523948888,1771545071624037016,1771545071525066744,1771545071625152440,1.87969e-05,-5.15303e-05,4.37702e-05,0,0.0060393,-0.0690773,-0.0376904,0.0788965,0.0139653,0.00604233,-0.0691001,-0.0376853,0.0789143,0.0139824,1
170,1771545071624037016,1771545071723788120,1771545071625152440,1771545071725145816,-3.26237e-05,8.60146e-05,-2.21691e-05,0,-0.00727535,-0.0348773,-0.0218205,0.0418337,0.0206299,-0.0072681,-0.0348876,-0.0218197,0.0418406,0.0206414,1
171,1771545071723788120,1771545071824055544,1771545071725145816,1771545071825182584,3.40161e-05,-8.24738e-06,-5.76166e-05,0,-0.060689,-0.000211373,-0.00630052,0.0610434,0.0313921,-0.0606939,-0.000215635,-0.00629708,0.0610479,0.0313959,1
172,1771545071824055544,1771545071924336248,1771545071825182584,1771545071925179800,-4.00592e-05,1.5345e-05,-1.20815e-05,0,0.0306865,-0.0740061,-0.0353018,0.0875709,0.00738905,0.0306859,-0.0740296,-0.035294,0.0875875,0.00740517,1
173,1771545071924336248,1771545072024145144,1771545071925179800,1771545072025305304,2.95301e-05,-5.24849e-05,9.17068e-05,0,-0.0300208,-0.0331449,-0.00157381,0.0447314,0.0228769,-0.0300212,-0.0331715,-0.00156417,0.0447511,0.0228977,1
174,1771545072024145144,1771545072128969496,1771545072025305304,1771545072128867224,-3.86676e-06,-9.51268e-05,-4.55338e-05,0,0.00152168,-0.0339181,-0.0207895,0.0397069,0.0134167,0.00152446,-0.0339238,-0.020789,0.0397115,0.0134256,1
175,1771545072128969496,1771545072225191416,1771545072128867224,1771545072225400664,-2.89916e-05,0.00012786,-2.18649e-05,0,-0.0029483,-0.0481363,0.00365107,0.0484916,0.0176325,-0.00293714,-0.0481337,0.00364563,0.048488,0.0176528,1
176,1771545072225191416,1771545072324125592,1771545072225400664,1771545072325654968,4.29791e-05,-3.68623e-05,4.41959e-05,0,-0.00751122,-0.0304979,-0.0294692,0.0430811,0.0151447,-0.00750934,-0.0305058,-0.029468,0.0430855,0.0151447,1
177,1771545072324125592,1771545072424136888,1771545072325654968,1771545072425761016,-3.08935e-05,1.66692e-06,-4.33154e-05,0,0.00926589,-0.0586777,-0.0248906,0.0643979,0.00959324,0.00928366,-0.0587016,-0.0248877,0.0644211,0.00961806,1
178,1771545072424136888,1771545072524072856,1771545072425761016,1771545072525608312,-1.32657e-05,-1.7345e-05,5.13202e-05,0,-0.0595854,-0.00942244,-0.0203401,0.063664,0.0196168,-0.0595876,-0.00942956,-0.0203367,0.063666,0.0196229,1
179,1771545072524072856,1771545072624152728,1771545072525608312,1771545072625230200,3.41695e-05,3.43913e-05,1.57775e-05,0,0.00608246,-0.0561141,0.00889756,0.0571675,0.0167234,0.00609195,-0.0561585,0.00891151,0.0572142,0.016759,1
180,1771545072624152728,1771545072724410264,1771545072625230200,1771545072725891736,-2.47445e-05,-4.16851e-05,-1.9117e-05,0,-0.0292759,-0.0690336,-0.0100469,0.0756047,0.00873467,-0.0292436,-0.0690769,-0.0100461,0.0756316,0.00884318,1
181,1771545072724410264,1771545072824726392,1771545072725891736,1771545072825903928,4.33171e-05,2.83443e-05,-6.49013e-05,0,-0.0394702,0.00870159,-0.0325621,0.0518903,0.0218425,-0.039459,0.00871101,-0.0325691,0.0518878,0.0218807,1
182,1771545072824726392,1771545072924359832,1771545072825903928,1771545072925756056,1.1594e-05,-6.47603e-05,0.000147758,0,0.0326601,-0.046736,0.00658656,0.0573201,0.00918699,0.03266,-0.0467406,0.00658813,0.0573239,0.00918699,1
183,1771545072924359832,1771545073024238456,1771545072925756056,1771545073024145720,6.64292e-05,0.000252636,-0.000110815,0,0.0205393,-0.0302332,-0.0194276,0.0414929,0.0310676,0.0205232,-0.0301415,-0.0194395,0.0414232,0.0311404,1
184,1771545073024238456,1771545073123826328,1771545073024145720,1771545073125271288,-8.79961e-05,-0.000167049,-1.92443e-05,0,0.00840153,-0.030514,-0.00817327,0.0325499,0.015184,0.00839297,-0.0305084,-0.00817129,0.032542,0.0151919,1
185,1771545073123826328,1771545073224015320,1771545073125271288,1771545073224995256,-4.25539e-06,-3.65376e-05,3.91132e-05,0,0.00361772,-0.034168,-0.0131053,0.0367539,0.0138453,0.0036237,-0.0341767,-0.0131051,0.0367625,0.0138453,1
186,1771545073224015320,1771545073324219096,1771545073224995256,1771545073325715832,-3.89257e-06,1.38543e-05,2.0531e-05,0,-0.0144078,0.00690594,0.0189593,0.024772,0.0188229,-0.0144096,0.00691158,0.0189586,0.024774,0.0188292,1
187,1771545073324219096,1771545073424209016,1771545073325715832,1771545073425194136,-1.30688e-05,2.29453e-05,-7.60797e-05,0,-0.0376277,-0.0217779,-0.00779735,0.044156,0.0278501,-0.0376112,-0.0216727,-0.00784223,0.044098,0.0279441,1
188,1771545073424209016,1771545073527413144,1771545073425194136,1771545073527211608,2.34049e-06,-5.09283e-05,5.06928e-05,0,0.00960572,-0.0223232,-0.0393265,0.0462476,0.0300453,0.00961218,-0.0223204,-0.0393301,0.0462507,0.0300532,1
189,1771545073527413144,1771545073624186648,1771545073527211608,1771545073625181496,-6.80923e-06,2.7475e-05,-6.5637e-05,0,-0.0130782,-0.0201832,0.00259139,0.0242155,0.0208655,-0.0130755,-0.0201735,0.00258737,0.0242055,0.0208769,1
190,1771545073624186648,1771545073723877880,1771545073625181496,1771545073722971736,3.85924e-05,-4.32536e-05,2.13549e-05,0,0.00404716,-0.0435672,-0.0367381,0.0571109,0.0241446,0.00405739,-0.043476,-0.0367733,0.0570649,0.0242087,1
191,1771545073723877880,1771545073823990552,1771545073722971736,1771545073822577848,-5.81884e-05,5.964e-05,4.19394e-05,0,-0.0184551,-0.0108791,-0.0201588,0.0294308,0.00300997,-0.0184385,-0.0108963,-0.0201628,0.0294295,0.00308816,1
192,1771545073823990552,1771545073923971064,1771545073822577848,1771545073925154936,2.9525e-05,-4.93047e-05,-4.682e-05,0,0.0241394,0.0333795,-0.0152161,0.043919,0.0145997,0.0241659,0.0335778,-0.0151794,0.044072,0.0146241,1
193,1771545073923971064,1771545074023910072,1771545073925154936,1771545074025290136,-1.98384e-05,8.54413e-05,3.99892e-05,0,-0.00617511,-0.0384742,-0.00540739,0.039426,0.0157316,-0.00616966,-0.0384633,-0.00541299,0.0394153,0.0157468,1
194,1771545074023910072,1771545074123871928,1771545074025290136,1771545074125606712,-4.12649e-06,-7.48653e-05,1.22234e-05,0,-0.0234286,-0.021878,0.00725541,0.0328108,0.0084573,-0.0233891,-0.0217715,0.00722586,0.0327053,0.00862479,1
195,1771545074123871928,1771545074223978456,1771545074125606712,1771545074225748760,3.68583e-05,4.30468e-05,-2.39958e-05,0,0.0250944,-0.0380838,-0.0328272,0.0561924,0.0193414,0.0250997,-0.0380855,-0.0328294,0.0561972,0.0193476,1
196,1771545074223978456,1771545074323874968,1771545074225748760,1771545074325814328,-1.92416e-05,4.59502e-05,4.92023e-06,0,0.0197945,-0.022559,-0.0136327,0.0330084,0.0125443,0.0197958,-0.022548,-0.0136367,0.0330033,0.0125538,1
197,1771545074323874968,1771545074424190392,1771545074325814328,1771545074426038872,2.16896e-05,-0.000134835,6.11355e-06,0,-0.015682,-0.0214559,-0.0425827,0.0501498,0.0105632,-0.0156846,-0.0214562,-0.0425817,0.0501499,0.0105519,1
198,1771545074424190392,1771545074524063512,1771545074426038872,1771545074525946680,3.76517e-06,0.000111864,-3.50046e-05,0,-0.0244416,-0.00361408,-0.0201602,0.0318823,0.0161578,-0.024441,-0.00363129,-0.020154,0.03188,0.0161652,1
199,1771545074524063512,1771545074623807576,1771545074525946680,1771545074625243928,1.05711e-05,-4.33894e-05,7.33537e-05,0,-0.00150424,-0.0527838,-0.0177768,0.0556998,0.0085135,-0.00159406,-0.0528003,-0.0177078,0.0556959,0.0085971,1
200,1771545074623807576,1771545074724161592,1771545074625243928,1771545074725157016,-3.32812e-05,-2.35707e-05,-8.9264e-05,0,0.00806787,-0.0207519,-0.0176438,0.0283453,0.0127423,0.00805963,-0.0207325,-0.0176462,0.0283303,0.0127516,1
201,1771545074724161592,1771545074824026008,1771545074725157016,1771545074825127160,-4.095e-06,7.52699e-05,4.33885e-05,0,-0.0368855,-0.0106394,-0.0124309,0.0403813,0.0206183,-0.0368941,-0.0106334,-0.012428,0.0403867,0.0206299,1
202,1771545074824026008,1771545074925243704,1771545074825127160,1771545074925088024,-1.44272e-06,-5.89346e-05,3.80434e-05,0,0.016569,-0.0704992,-0.0218495,0.0756007,0.0177873,0.016582,-0.0704973,-0.0218569,0.075604,0.0178074,1
203,1771545074925243704,1771545075029003064,1771545074925088024,1771545075028898328,2.57607e-05,-4.49425e-05,-2.43334e-05,0,-0.0119637,-0.0486249,-0.00277508,0.0501131,0.0104611,-0.0119601,-0.0486063,-0.00278297,0.0500947,0.0104725,1
